date,rno,rname,nichime,kimarite,wdir,wspd,payout,ninki,win_course,win_teiban,entries
2025-11-16,9,予選特賞,1,まくり,南東,3,2810,9,3,3,6
2025-11-16,10,予選特賞,1,逃げ,南東,2,450,1,1,1,6
2025-11-16,11,予選特選,1,差し,南東,2,9220,28,2,2,6
2025-11-16,12,江戸川選抜,1,逃げ,南東,2,1950,7,1,1,6
2025-11-17,1,予選,2,逃げ,南,7,1130,3,1,1,6
2025-11-17,2,予選,2,差し,南,7,14080,53,2,2,6
2025-11-17,3,予選,2,逃げ,南,7,8340,41,1,1,6
2025-11-17,4,予選,2,差し,南,8,8670,42,3,3,6
2025-11-17,5,予選,2,抜き,南,8,134060,90,5,5,6
2025-11-17,6,予選,2,まくり差し,南,8,2700,7,3,3,6
2025-11-17,7,予選,2,まくり,南,7,35070,83,3,3,6
2025-11-17,8,予選,2,逃げ,南,8,2080,5,1,1,6
2025-11-17,9,予選特賞,2,まくり,南,7,7420,29,3,3,6
2025-11-17,10,予選特賞,2,まくり,南,6,12920,41,2,2,6
2025-11-17,11,予選特選,2,逃げ,南,6,3600,16,1,1,6
2025-11-17,12,記者選抜戦,2,逃げ,南,6,1170,3,1,1,6
2025-11-18,1,予選,3,逃げ,北,4,600,1,1,1,6
2025-11-18,2,予選,3,逃げ,北,5,1120,3,1,1,6
2025-11-18,3,予選,3,まくり,北,3,7250,30,2,2,6
2025-11-18,4,予選,3,逃げ,北東,2,720,1,1,1,6
2025-11-18,5,予選,3,逃げ,北東,4,1500,3,1,1,6
2025-11-18,6,予選,3,差し,北東,3,1720,6,2,2,6
2025-11-18,7,予選,3,逃げ,北,4,6540,21,1,1,6
2025-11-18,8,予選,3,逃げ,北,4,2160,4,1,1,6
2025-11-18,9,予選特賞,3,逃げ,北,3,1680,4,1,1,6
2025-11-18,10,予選特賞,3,逃げ,北東,2,820,1,1,1,6
2025-11-18,11,予選特選,3,逃げ,北東,3,1030,2,1,1,6
2025-11-18,12,記者選抜戦,3,差し,北東,1,26770,39,2,2,6
2025-11-19,1,一般,4,まくり,北東,5,1120,1,2,2,6
2025-11-19,2,一般,4,まくり,北,4,,,3,3,6
2025-11-19,3,一般,4,差し,北,2,14030,59,4,4,6
2025-11-19,4,一般,4,逃げ,北東,2,1600,4,1,1,6
2025-11-19,5,一般,4,まくり,北東,2,6030,26,5,5,6
2025-11-19,6,一般,4,まくり,南東,1,14700,30,3,3,6
2025-11-19,7,一般,4,逃げ,北東,2,1410,2,1,1,6
2025-11-19,8,一般,4,まくり,北東,4,8010,41,4,4,6
2025-11-19,9,一般特選,4,逃げ,東,2,2070,8,1,1,6
2025-11-19,10,選抜戦,4,まくり,南東,2,2180,5,3,4,6
2025-11-19,11,選抜戦,4,まくり,南,4,3150,8,3,3,6
2025-11-19,12,優勝戦,4,逃げ,南,3,1520,5,1,1,6
2025-11-23,1,予選,1,まくり,北,3,17070,43,4,4,6
2025-11-23,2,予選,1,差し,北,3,1470,4,2,2,6
2025-11-23,3,予選,1,差し,北,3,3320,16,2,2,6
2025-11-23,4,予選,1,差し,北,3,2410,7,2,2,6
2025-11-23,5,予選,1,逃げ,北,3,4850,17,1,1,6
2025-11-23,6,予選,1,抜き,北,3,780,1,1,1,6
2025-11-23,7,予選,1,逃げ,北,4,1840,6,1,1,6
2025-11-23,8,予選,1,抜き,北,3,3980,19,3,3,6
2025-11-23,9,予選特賞,1,まくり,北,4,5020,22,4,4,6
2025-11-23,10,予選特賞,1,逃げ,北,4,1560,4,1,1,6
2025-11-23,11,予選特選,1,逃げ,北東,4,2440,8,1,1,6
2025-11-23,12,江戸川選抜,1,逃げ,北,3,11180,35,1,1,6
2025-11-24,1,予選,2,まくり差し,北,2,2350,8,3,3,6
2025-11-24,2,予選,2,逃げ,北,2,2030,8,1,1,6
2025-11-24,3,予選,2,まくり,北,1,4350,18,2,2,6
2025-11-24,4,予選,2,まくり,北,1,1300,2,2,2,6
2025-11-24,5,予選,2,逃げ,東,1,890,3,1,1,6
2025-11-24,6,予選,2,逃げ,南東,1,1070,1,1,1,6
2025-11-24,7,予選,2,逃げ,南東,1,2860,10,1,1,6
2025-11-24,8,予選,2,逃げ,南東,2,620,2,1,1,6
2025-11-24,9,予選特賞,2,まくり差し,南東,3,11990,49,6,6,6
2025-11-24,10,予選特賞,2,逃げ,南東,2,1220,3,1,1,6
2025-11-24,11,予選特選,2,まくり,南東,2,10890,26,4,4,6
2025-11-24,12,記者選抜戦,2,まくり,南東,2,17980,34,3,3,6
2025-11-25,1,予選,3,逃げ,北,1,4380,14,1,1,6
2025-11-25,2,予選,3,逃げ,北,2,690,1,1,1,6
2025-11-25,3,予選,3,逃げ,南西,1,2370,10,1,1,6
2025-11-25,4,予選,3,まくり,北西,2,12020,37,4,4,6
2025-11-25,5,予選,3,まくり,北西,3,5960,26,5,5,6
2025-11-25,6,予選,3,まくり,北,2,3810,14,4,4,6
2025-11-25,7,予選,3,逃げ,北,2,360,1,1,1,6
2025-11-25,8,予選,3,逃げ,北,2,4940,22,1,1,6
2025-11-25,9,予選特賞,3,まくり,北,1,6710,28,4,4,6
2025-11-25,10,予選特賞,3,逃げ,北,1,1650,6,1,1,6
2025-11-25,11,予選特選,3,まくり,北,1,3210,11,4,4,6
2025-11-25,12,記者選抜戦,3,逃げ,北,2,1700,5,1,1,6
2025-11-26,1,予選,4,逃げ,北,4,4040,16,1,1,6
2025-11-26,2,予選,4,逃げ,北,4,10820,44,1,1,6
2025-11-26,3,予選,4,抜き,北,5,14260,41,2,2,6
2025-11-26,4,予選,4,まくり,北,6,8200,28,4,4,6
2025-11-26,5,予選,4,差し,北,5,11410,35,2,2,6
2025-11-26,6,予選,4,逃げ,北,5,1460,1,1,1,6
2025-11-26,7,予選,4,逃げ,北,5,3480,14,1,1,6
2025-11-26,8,予選,4,逃げ,北,6,2090,5,1,1,6
2025-11-26,9,予選特賞,4,まくり,北西,6,1860,6,2,2,6
2025-11-26,10,予選特賞,4,逃げ,北西,6,570,1,1,1,6
2025-11-26,11,予選特選,4,逃げ,北西,5,1020,2,1,1,6
2025-11-26,12,記者選抜戦,4,まくり,北,5,44820,71,3,3,6
2025-11-27,1,一般,5,逃げ,北,3,1330,3,1,1,6
2025-11-27,2,一般,5,逃げ,北,2,730,2,1,1,6
2025-11-27,3,一般,5,まくり,北,1,7670,31,3,3,6
2025-11-27,4,一般,5,まくり,北,1,13600,39,3,3,6
2025-11-27,5,一般,5,差し,北,1,8990,27,2,2,6
2025-11-27,6,一般,5,逃げ,北西,1,1720,3,1,1,6
2025-11-27,7,一般,5,差し,北西,1,3050,9,2,2,6
2025-11-27,8,一般,5,逃げ,西,1,900,2,1,1,6
2025-11-27,9,一般特賞,5,逃げ,西,1,1520,5,1,1,6
2025-11-27,10,一般特賞,5,逃げ,北西,1,2040,5,1,1,6
2025-11-27,11,準優勝戦,5,まくり,北西,1,18720,53,4,4,6
2025-11-27,12,準優勝戦,5,逃げ,,,1760,5,1,1,6
2025-11-28,1,一般,6,まくり差し,北,3,1550,4,3,3,6
2025-11-28,2,一般,6,抜き,北,4,7260,32,3,3,6
2025-11-28,3,一般,6,まくり差し,北,4,5280,21,3,3,6
2025-11-28,4,一般,6,逃げ,北,5,10240,37,1,1,6
2025-11-28,5,一般,6,まくり,北,5,93540,91,5,5,6
2025-11-28,6,一般,6,まくり差し,北,6,2830,12,4,4,6
2025-11-28,7,一般,6,逃げ,北,6,8990,39,1,1,6
2025-11-28,8,一般,6,逃げ,北,5,3420,14,1,1,6
2025-11-28,9,一般特選,6,まくり差し,北,5,8040,30,6,6,6
2025-11-28,10,選抜戦,6,差し,北,5,6650,27,3,3,6
2025-11-28,11,選抜戦,6,逃げ,北,5,570,1,1,1,6
2025-11-28,12,優勝戦,6,まくり,北,6,7690,30,4,4,6
2025-12-08,1,予選,1,逃げ,南東,5,1650,6,1,1,6
2025-12-08,2,予選,1,まくり,南,4,8420,32,2,2,6
2025-12-08,3,予選,1,抜き,南,5,5310,18,1,1,6
2025-12-08,4,予選,1,差し,南東,4,5610,27,2,2,6
2025-12-08,5,予選,1,まくり差し,南,5,11290,45,3,3,6
2025-12-08,6,予選,1,抜き,南,5,20780,55,5,5,6
2025-12-08,7,予選,1,逃げ,南東,3,2740,2,1,1,6
2025-12-08,8,予選,1,逃げ,南,3,5560,22,1,1,6
2025-12-08,9,予選特賞,1,まくり,南,3,5500,19,2,2,6
2025-12-08,10,予選特賞,1,抜き,北東,1,20160,72,4,4,6
2025-12-08,11,予選特選,1,逃げ,東,1,440,1,1,1,6
2025-12-08,12,江戸川選抜,1,まくり,北東,1,9160,38,3,3,6
2025-12-09,1,予選,2,逃げ,北東,3,2840,10,1,1,6
2025-12-09,2,予選,2,逃げ,北東,2,1450,4,1,1,6
2025-12-09,3,予選,2,まくり,北東,2,3040,13,2,2,6
2025-12-09,4,予選,2,差し,北東,3,1030,2,2,2,6
2025-12-09,5,予選,2,逃げ,北東,4,3060,12,1,1,6
2025-12-09,6,予選,2,差し,北東,3,4660,17,2,2,6
2025-12-09,7,予選,2,逃げ,北東,4,1080,2,1,1,6
2025-12-09,8,予選,2,まくり,北東,4,23600,64,6,6,6
2025-12-09,9,予選特賞,2,逃げ,北東,4,520,1,1,1,6
2025-12-09,10,予選特賞,2,まくり,北東,3,55540,86,3,3,6
2025-12-09,11,予選特選,2,逃げ,北東,2,740,3,1,1,6
2025-12-09,12,記者選抜戦,2,まくり差し,北東,2,131100,101,6,6,6
2025-12-10,1,予選,3,逃げ,北,2,1380,1,1,1,6
2025-12-10,2,予選,3,まくり,北,2,5440,26,2,2,6
2025-12-10,3,予選,3,まくり,北,1,2660,7,5,5,6
2025-12-10,4,予選,3,逃げ,北,2,2610,13,1,1,6
2025-12-10,5,予選,3,抜き,北,1,4080,15,1,1,6
2025-12-10,6,予選,3,まくり,北,1,2780,12,3,3,6
2025-12-10,7,予選,3,まくり,北東,2,7360,27,2,2,6
2025-12-10,8,予選,3,逃げ,東,1,1160,3,1,1,6
2025-12-10,9,予選特賞,3,逃げ,北東,2,26780,53,1,1,6
2025-12-10,10,予選特賞,3,逃げ,北東,3,760,3,1,1,6
2025-12-10,11,予選特選,3,差し,北東,2,21300,58,6,6,6
2025-12-10,12,記者選抜戦,3,逃げ,南東,2,1870,6,1,1,6
2025-12-11,1,予選,4,逃げ,北東,1,1040,2,1,1,6
2025-12-11,2,予選,4,差し,東,1,210150,107,6,6,6
2025-12-11,3,予選,4,逃げ,南東,2,650,3,1,1,6
2025-12-11,4,予選,4,差し,南,1,1920,8,4,4,6
2025-12-11,5,予選,4,差し,南,1,31480,60,4,4,6
2025-12-11,6,予選,4,抜き,南,4,39000,90,6,6,6
2025-12-11,7,予選,4,差し,南東,2,37280,97,2,2,6
2025-12-11,8,予選,4,抜き,南,6,6680,27,5,5,6
2025-12-11,9,予選特賞,4,差し,南,7,29830,67,2,2,6
2025-12-11,10,予選特賞,4,抜き,南,10,8530,23,3,3,6
2025-12-11,11,予選特選,4,まくり,南,6,6170,36,3,4,6
2025-12-11,12,記者選抜戦,4,抜き,南,8,5760,24,2,2,6
2025-12-13,1,一般,5,抜き,東,2,4360,20,2,2,6
2025-12-13,2,一般,5,まくり差し,北東,2,2170,9,3,4,6
2025-12-13,3,一般,5,差し,北東,1,5090,25,2,2,6
2025-12-13,4,一般,5,まくり,東,1,3760,15,2,2,6
2025-12-13,5,一般,5,逃げ,南東,1,2900,15,1,1,6
2025-12-13,6,一般,5,逃げ,南東,2,210,1,1,1,6
2025-12-13,7,一般,5,差し,南東,1,1220,3,2,2,6
2025-12-13,8,一般,5,差し,東,1,1600,5,2,2,6
2025-12-13,9,一般特賞,5,差し,南東,2,2530,8,2,2,6
2025-12-13,10,一般特賞,5,まくり,東,1,1580,1,2,3,6
2025-12-13,11,準優勝戦,5,逃げ,東,2,1440,4,1,1,6
2025-12-13,12,準優勝戦,5,逃げ,東,2,5420,19,1,1,6
2025-12-14,1,一般,6,逃げ,北,5,1760,4,1,1,6
2025-12-14,2,一般,6,抜き,北西,5,2000,6,2,2,6
2025-12-14,3,一般,6,逃げ,北西,5,660,2,1,1,6
2025-12-14,4,一般,6,抜き,北西,6,6510,30,2,2,6
2025-12-14,5,一般,6,抜き,北,5,1070,1,1,1,6
2025-12-14,6,一般,6,まくり,北西,5,4940,20,4,4,6
2025-12-14,7,一般,6,逃げ,北西,5,3960,14,1,1,6
2025-12-14,8,一般,6,逃げ,北西,4,3340,12,1,1,6
2025-12-14,9,一般特選,6,まくり差し,北西,4,5420,27,6,6,6
2025-12-14,10,選抜戦,6,逃げ,北西,3,3860,16,1,1,6
2025-12-14,11,選抜戦,6,逃げ,北西,3,1250,3,1,1,6
2025-12-14,12,優勝戦,6,逃げ,北西,2,4040,14,1,1,6
2025-12-17,1,予選,1,差し,東,2,49880,81,2,2,6
2025-12-17,2,予選,1,まくり,南西,3,3600,11,5,5,6
2025-12-17,3,予選,1,抜き,東,2,2000,7,1,1,6
2025-12-17,4,予選,1,まくり,東,3,23280,60,2,2,6
2025-12-17,5,予選,1,まくり差し,南東,5,8210,29,5,5,6
2025-12-17,6,予選,1,まくり,南東,3,2660,8,3,3,6
2025-12-17,7,予選,1,差し,南東,3,16810,47,2,2,6
2025-12-17,8,予選,1,まくり差し,南東,4,2230,8,3,3,6
2025-12-17,9,予選特賞,1,差し,南東,3,20030,50,2,2,6
2025-12-17,10,予選特賞,1,まくり差し,南,4,26260,62,5,5,6
2025-12-17,11,予選特選,1,まくり差し,南,5,1920,6,3,3,6
2025-12-17,12,江戸川選抜,1,逃げ,南,4,4810,17,1,1,6
2025-12-18,1,予選,2,逃げ,北,6,1100,2,1,1,6
2025-12-18,2,予選,2,差し,北,6,39760,70,3,3,6
2025-12-18,3,予選,2,逃げ,北,6,7750,27,1,1,6
2025-12-18,4,予選,2,まくり,北,5,1430,5,3,3,6
2025-12-18,5,予選,2,抜き,北,6,4980,19,5,5,6
2025-12-18,6,予選,2,まくり差し,北,6,3040,8,4,4,6
2025-12-18,7,予選,2,まくり,北,6,750,2,2,2,6
2025-12-18,8,予選,2,抜き,北,6,2990,7,4,4,6
2025-12-18,9,予選特賞,2,逃げ,北,6,1370,3,1,1,6
2025-12-18,10,予選特賞,2,逃げ,北,5,440,1,1,1,6
2025-12-18,11,予選特選,2,逃げ,北,5,5910,20,1,1,6
2025-12-18,12,記者選抜戦,2,逃げ,北,4,2170,7,1,1,6
2025-12-19,1,予選,3,まくり,北,3,2130,6,5,5,6
2025-12-19,2,予選,3,逃げ,北,2,5460,25,1,1,6
2025-12-19,3,予選,3,まくり,北東,2,5460,22,3,3,6
2025-12-19,4,予選,3,逃げ,北東,2,3410,12,1,1,6
2025-12-19,5,予選,3,差し,北東,2,1910,6,2,2,6
2025-12-19,6,予選,3,逃げ,北東,2,1720,4,1,1,6
2025-12-19,7,予選,3,逃げ,東,2,2960,13,1,1,6
2025-12-19,8,予選,3,逃げ,東,2,4500,13,1,1,6
2025-12-19,9,予選特賞,3,まくり,北東,2,4400,18,4,4,6
2025-12-19,10,予選特賞,3,逃げ,東,1,550,1,1,1,6
2025-12-19,11,予選特選,3,逃げ,北東,1,550,1,1,1,6
2025-12-19,12,記者選抜戦,3,差し,北東,1,14320,41,3,3,6
2025-12-20,1,一般,4,逃げ,北,2,1220,1,1,1,6
2025-12-20,2,一般,4,逃げ,北,2,17360,58,1,1,6
2025-12-20,3,一般,4,抜き,北,1,62560,100,3,3,6
2025-12-20,4,一般,4,差し,北,1,1560,3,3,3,6
2025-12-20,5,一般,4,逃げ,北,1,910,2,1,1,6
2025-12-20,6,一般,4,抜き,北東,1,2620,9,1,1,6
2025-12-20,7,一般,4,まくり差し,北東,1,2330,9,3,3,6
2025-12-20,8,一般,4,逃げ,北東,1,610,2,1,1,6
2025-12-20,9,一般特賞,4,逃げ,北東,1,1720,5,1,1,6
2025-12-20,10,一般特賞,4,逃げ,東,1,520,1,1,1,6
2025-12-20,11,準優勝戦,4,逃げ,東,1,590,1,1,1,6
2025-12-20,12,準優勝戦,4,差し,北東,1,8600,23,4,4,6
2025-12-21,1,一般,5,まくり,南,7,1580,3,4,4,6
2025-12-21,2,一般,5,まくり,南,6,1490,5,2,2,6
2025-12-21,3,一般,5,まくり差し,南,5,3930,17,6,6,6
2025-12-21,4,一般,5,差し,南,5,20130,81,4,4,6
2025-12-21,5,一般,5,差し,南,5,5160,17,2,2,6
2025-12-21,6,一般,5,逃げ,南,4,1570,5,1,1,6
2025-12-21,7,一般,5,逃げ,南,4,7600,33,1,1,6
2025-12-21,8,一般,5,逃げ,南,3,1820,5,1,1,6
2025-12-21,9,一般特選,5,恵まれ,南,5,5270,24,5,5,6
2025-12-21,10,選抜戦,5,まくり,南,5,6320,28,4,4,6
2025-12-21,11,選抜戦,5,まくり差し,南,5,6270,24,3,3,6
2025-12-21,12,優勝戦,5,逃げ,南,4,3700,14,1,1,6
2025-12-25,1,予選,1,逃げ,北,2,3010,11,1,1,6
2025-12-25,2,予選,1,まくり差し,北,4,2330,3,3,3,6
2025-12-25,3,予選,1,まくり,北,4,19150,86,2,2,6
2025-12-25,4,予選,1,逃げ,北,4,10340,41,1,1,6
2025-12-25,5,予選,1,差し,北,3,3740,18,4,4,6
2025-12-25,6,予選,1,抜き,北,2,2080,4,3,3,6
2025-12-25,7,予選,1,まくり,北,2,1170,3,2,2,6
2025-12-25,8,予選,1,逃げ,東,1,1970,7,1,1,6
2025-12-25,9,予選特賞,1,差し,東,1,8780,27,4,4,6
2025-12-25,10,予選特賞,1,逃げ,北,1,4470,16,1,1,6
2025-12-25,11,予選特選,1,まくり,北,1,17470,52,4,4,6
2025-12-25,12,江戸川選抜,1,逃げ,北,2,3780,13,1,1,6
2025-12-26,1,予選,2,まくり差し,北西,9,6440,26,3,3,6
2025-12-26,2,予選,2,逃げ,北西,8,17980,48,1,1,6
2025-12-26,3,予選,2,抜き,北西,8,11940,40,2,2,6
2025-12-26,4,予選,2,逃げ,北西,8,2780,10,1,1,6
2025-12-26,5,予選,2,抜き,北西,8,8180,33,2,2,6
2025-12-26,6,予選,2,まくり,北西,7,3510,16,4,4,6
2025-12-26,7,予選,2,差し,北西,10,9210,39,4,4,6
2025-12-26,8,予選,2,まくり,北西,8,1740,4,6,6,6
2025-12-26,9,予選特賞,2,まくり,北西,10,2230,7,4,4,6
2025-12-26,10,予選特賞,2,逃げ,北西,8,1230,3,1,1,6
2025-12-26,11,予選特選,2,逃げ,北西,10,720,1,1,1,6
2025-12-26,12,記者選抜戦,2,逃げ,北西,8,2480,8,1,1,6
2025-12-27,1,予選,3,まくり,北,2,1750,2,2,2,6
2025-12-27,2,予選,3,逃げ,北,2,8540,33,1,1,6
2025-12-27,3,予選,3,差し,北,2,6160,21,2,2,6
2025-12-27,4,予選,3,まくり,北,2,9520,44,5,5,6
2025-12-27,5,予選,3,差し,北,1,1670,4,2,2,6
2025-12-27,6,予選,3,差し,北東,1,2010,2,2,2,6
2025-12-27,7,予選,3,まくり差し,北東,1,5820,28,3,3,6
2025-12-27,8,予選,3,逃げ,東,1,1770,4,1,1,6
2025-12-27,9,予選特賞,3,抜き,南東,1,20260,52,5,5,6
2025-12-27,10,予選特賞,3,差し,南東,1,7010,25,5,5,6
2025-12-27,11,予選特選,3,まくり差し,南東,1,5200,20,3,3,6
2025-12-27,12,記者選抜戦,3,差し,南東,1,26100,57,3,3,6
2025-12-28,1,予選,4,まくり,北,2,2510,7,3,3,6
2025-12-28,2,予選,4,まくり,北,3,2120,8,4,4,6
2025-12-28,3,予選,4,逃げ,北,3,2110,7,1,1,6
2025-12-28,4,予選,4,抜き,北,4,3960,16,4,4,6
2025-12-28,5,予選,4,まくり,北,3,5640,23,4,4,6
2025-12-28,6,予選,4,まくり,北,3,2710,10,5,5,6
2025-12-28,7,予選,4,抜き,北,3,3740,16,2,2,6
2025-12-28,8,予選,4,まくり差し,北,4,5950,21,4,4,6
2025-12-28,9,予選特賞,4,抜き,北,3,1150,3,1,1,6
2025-12-28,10,予選特賞,4,逃げ,北,4,1730,7,1,1,6
2025-12-28,11,予選特選,4,逃げ,北,4,2170,8,1,1,6
2025-12-28,12,記者選抜戦,4,逃げ,北東,2,1770,6,1,1,6
2025-12-29,1,一般,5,差し,北西,1,21250,67,2,2,6
2025-12-29,2,一般,5,差し,北,2,19150,61,2,2,6
2025-12-29,3,一般,5,差し,北西,1,30650,82,6,6,6
2025-12-29,4,一般,5,まくり,南西,1,7990,41,6,6,6
2025-12-29,5,一般,5,抜き,南西,1,1410,1,4,4,6
2025-12-29,6,一般,5,差し,南西,1,27650,65,4,4,6
2025-12-29,7,一般,5,逃げ,南西,1,2730,8,1,1,6
2025-12-29,8,一般,5,逃げ,南,2,2850,9,1,1,6
2025-12-29,9,一般特選,5,逃げ,南,3,940,2,1,1,6
2025-12-29,10,選抜戦,5,逃げ,南,3,2550,10,1,1,6
2025-12-29,11,選抜戦,5,逃げ,南,2,2470,9,1,1,6
2025-12-29,12,優勝戦,5,逃げ,南,2,750,2,1,1,6
2026-01-02,1,予選,1,まくり,北,3,11570,33,5,5,6
2026-01-02,2,予選,1,まくり,北,3,2010,6,2,2,6
2026-01-02,3,予選,1,まくり,北,4,2510,6,4,4,6
2026-01-02,4,予選,1,逃げ,北,4,1750,3,1,1,6
2026-01-02,5,予選,1,まくり,北,3,5570,20,3,3,6
2026-01-02,6,予選,1,差し,北東,3,1200,2,2,2,6
2026-01-02,7,予選,1,差し,北東,6,950,2,2,2,6
2026-01-02,8,予選,1,逃げ,北東,5,5130,19,1,1,6
2026-01-02,9,予選,1,逃げ,東,3,880,2,1,1,6
2026-01-02,10,予選ラリー選,1,逃げ,南東,3,1680,6,1,1,6
2026-01-02,11,予選バディ選,1,逃げ,,,2520,10,1,1,6
2026-01-02,12,江戸川選抜,1,まくり,北東,5,7950,26,3,3,6
2026-01-03,1,予選,2,逃げ,北西,4,4810,19,1,1,6
2026-01-03,2,予選,2,逃げ,北西,3,4670,18,1,1,6
2026-01-03,3,予選,2,逃げ,北西,3,38830,67,1,1,6
2026-01-03,4,予選,2,まくり,北西,3,18750,56,2,2,6
2026-01-03,5,予選,2,逃げ,北西,4,20030,57,1,1,6
2026-01-03,6,予選,2,まくり,北,4,11940,52,2,2,6
2026-01-03,7,予選,2,逃げ,北西,4,1900,3,1,1,6
2026-01-03,8,予選,2,差し,北西,3,12900,52,3,3,6
2026-01-03,9,予選,2,抜き,南西,3,5020,18,3,3,6
2026-01-03,10,予選ラリー選,2,逃げ,南,2,2790,7,1,1,6
2026-01-03,11,予選バディ選,2,逃げ,南,5,5320,20,1,1,6
2026-01-03,12,予選特別選抜,2,逃げ,南,4,2230,9,1,1,6
2026-01-04,1,予選,3,抜き,北西,4,8970,29,2,2,6
2026-01-04,2,予選,3,差し,北西,4,3260,11,3,3,6
2026-01-04,3,予選,3,逃げ,北西,4,3170,8,1,1,6
2026-01-04,4,予選,3,まくり,西,2,20210,56,5,5,6
2026-01-04,5,予選,3,まくり,北西,4,880,1,4,4,6
2026-01-04,6,予選,3,差し,北西,3,1190,3,2,2,6
2026-01-04,7,予選,3,まくり,北西,4,4950,19,3,3,6
2026-01-04,8,予選,3,まくり,北西,4,17920,54,4,4,6
2026-01-04,9,予選,3,まくり,北西,3,1400,5,3,3,6
2026-01-04,10,予選ラリー選,3,まくり,西,3,2180,7,5,5,6
2026-01-04,11,予選バディ選,3,逃げ,南西,2,6460,22,1,1,6
2026-01-04,12,予選特別選抜,3,抜き,南西,3,650,1,1,1,6
2026-01-05,1,予選,4,まくり,北東,2,13300,45,3,3,6
2026-01-05,2,予選,4,まくり,北東,3,2290,9,2,2,6
2026-01-05,3,予選,4,差し,南東,4,1650,5,4,4,6
2026-01-05,4,予選,4,まくり,南東,3,32120,99,4,4,6
2026-01-05,5,予選,4,逃げ,南西,3,37090,86,1,1,6
2026-01-05,6,予選,4,まくり,南西,3,6750,32,3,3,6
2026-01-05,7,予選,4,まくり差し,南西,3,2140,7,3,3,6
