登番,名前,級,全国3/4進入,全国まくり率,丸亀3/4進入,丸亀まくり率,採用値,絞りまくり型
3850,小川知行,B1,85,0.059,0,,0.059,
4119,泥谷一毅,B1,90,0.067,0,,0.067,
3581,加木郁,B1,76,0.013,0,,0.013,
4931,木谷賢太,A1,79,0.114,19,0.158,0.158,●
3583,齋藤智裕,B1,56,0.018,6,,0.018,
3687,花田和明,B1,92,0.022,5,,0.022,
5307,富永夏哉人,B1,68,0.059,4,,0.059,
3477,近藤稔也,B1,71,0.0,6,,0.0,
4995,田邉亮蔵,B1,73,0.027,5,,0.027,
4603,谷川将太,B1,84,0.036,0,,0.036,
5286,坂井滉哉,B1,70,0.029,3,,0.029,
3744,徳増秀樹,A1,114,0.079,4,,0.079,
4016,西川新太郎,B1,67,0.03,0,,0.03,
3577,向所浩二,B1,55,0.127,0,,0.127,●
4927,関野文,A2,86,0.081,8,,0.081,
3998,冨成謙児,B1,65,0.015,3,,0.015,
3401,上田隆章,B1,75,0.04,11,,0.04,
5366,塩嶋泰空,B2,28,0.0,0,,0.0,
5194,大久保佑香,B1,73,0.041,2,,0.041,
5362,中嶋世奈,B2,37,0.0,0,,0.0,
4098,赤澤文香,B1,66,0.03,1,,0.03,
4084,杉山正樹,A1,86,0.093,3,,0.093,
4557,松尾光広,B1,57,0.018,3,,0.018,
4730,土屋実沙希,B1,68,0.088,4,,0.088,
3075,中村裕将,B1,81,0.074,0,,0.074,
5181,森智哉,B1,66,0.091,4,,0.091,
5039,倉田茂将,B1,83,0.048,0,,0.048,
5004,河野主樹,A2,76,0.118,0,,0.118,
3704,本部めぐみ,B1,54,0.0,3,,0.0,
5052,赤井星璃菜,B1,44,0.136,3,,0.136,●
3909,佐々木康幸,A1,100,0.11,3,,0.11,
3964,宮地博士,B1,69,0.014,3,,0.014,
3885,久田武,A2,81,0.049,4,,0.049,
3808,秋田健太郎,B1,69,0.014,3,,0.014,
4365,盛本真輔,A2,73,0.123,3,,0.123,●
4735,角山雄哉,B1,71,0.085,2,,0.085,
3445,加藤高史,B1,60,0.0,0,,0.0,
4169,多田有佑,B1,52,0.058,4,,0.058,
5043,中村日向,A1,81,0.16,12,,0.16,●
4406,幸野史明,B1,71,0.042,0,,0.042,
5010,宇留田翔平,A2,86,0.081,0,,0.081,
5278,田中駿兵,A1,86,0.233,6,,0.233,●
3957,大谷直弘,B1,77,0.065,0,,0.065,
3432,宮迫暢彦,B1,75,0.013,2,,0.013,
3712,淺香文武,B1,70,0.029,0,,0.029,
4096,石橋道友,A1,72,0.056,0,,0.056,
4729,佐藤謙史朗,B1,43,0.093,3,,0.093,
5011,高木圭大,B1,71,0.0,3,,0.0,
5310,土屋蘭,B1,56,0.089,5,,0.089,
4918,川島拓郎,B1,84,0.048,0,,0.048,
4350,篠崎元志,A1,81,0.148,0,,0.148,●
4957,竹之内極,B1,82,0.11,0,,0.11,
4167,片岡秀樹,B1,60,0.033,3,,0.033,
4361,柳生泰二,A1,75,0.16,3,,0.16,●
3868,尾形栄治,B1,77,0.039,0,,0.039,
3710,吉永泰弘,B1,86,0.035,17,0.0,0.0,
4892,柴田直哉,B1,62,0.097,0,,0.097,
4998,中村かなえ,B2,27,0.037,0,,0.037,
4060,島田一生,B1,77,0.13,5,,0.13,●
4664,東口晃,B1,56,0.089,3,,0.089,
4068,幸田智裕,B1,73,0.027,0,,0.027,
4887,富澤祐作,B1,78,0.115,0,,0.115,
5355,萩原丈太朗,B1,41,0.024,0,,0.024,
5154,村松栄太,B1,70,0.071,7,,0.071,
3715,倉尾大介,A2,62,0.032,4,,0.032,
3527,中嶋誠一郎,B1,77,0.026,0,,0.026,
3772,一柳和孝,B1,65,0.015,0,,0.015,
4803,飯田庄吾,B1,59,0.017,4,,0.017,
4077,品田直樹,A2,73,0.068,4,,0.068,
4086,寺本重宣,A2,73,0.123,0,,0.123,●
4489,岩川仁士,B1,73,0.055,0,,0.055,
3882,新田智彰,B1,79,0.063,10,,0.063,
4697,國弘翔平,B1,70,0.029,4,,0.029,
3935,岩津徹郎,B1,58,0.069,2,,0.069,
3406,中里英夫,B1,85,0.094,2,,0.094,
5060,数原魁,A2,74,0.135,4,,0.135,●
4356,長岡良也,A2,83,0.133,4,,0.133,●
5110,杉山喜一,B1,80,0.087,3,,0.087,
3787,天野誠,B1,63,0.016,5,,0.016,
4142,平野和明,A2,85,0.024,0,,0.024,
4083,福島勇樹,A1,83,0.169,3,,0.169,●
4063,市橋卓士,A1,86,0.128,6,,0.128,●
5255,藤原仙二,A1,87,0.172,13,,0.172,●
4009,小林一樹,A2,80,0.087,3,,0.087,
4093,吉田宗弘,B1,68,0.044,2,,0.044,
3872,岡田憲行,A2,80,0.113,0,,0.113,
5090,生方靖亜,B1,61,0.164,0,,0.164,●
5111,三村岳人,A2,57,0.088,0,,0.088,
5359,佐藤世那,B1,60,0.1,6,,0.1,
4470,平田健之佑,A2,76,0.039,4,,0.039,
4930,佐藤悠,A2,74,0.149,0,,0.149,●
3306,武田正紀,B1,62,0.081,0,,0.081,
5405,竹内来,B1,21,0.095,0,,0.095,
5379,廣部大明,B1,30,0.0,1,,0.0,
4832,権藤俊光,A1,82,0.183,3,,0.183,●
3471,赤峰和也,B1,61,0.033,0,,0.033,
4368,山口隆史,B1,68,0.059,6,,0.059,
4919,吉田翔悟,B1,49,0.041,0,,0.041,
3867,松浦勝,B1,75,0.04,2,,0.04,
3752,宇土泰就,B1,67,0.03,0,,0.03,
5106,山崎祥,A2,69,0.145,7,,0.145,●
4753,森照夫,B2,35,0.057,0,,0.057,
4764,小池礼乃,B1,75,0.093,2,,0.093,
4438,森作雄大,B1,90,0.178,0,,0.178,●
3542,清水紀克,B1,34,0.0,1,,0.0,
3801,五反田忍,B1,42,0.167,0,,0.167,●
4899,占部一真,B1,70,0.043,4,,0.043,
3999,大瀧明日香,A2,88,0.114,2,,0.114,
3842,星野太郎,B1,53,0.057,8,,0.057,
4097,貫地谷直人,B1,60,0.0,5,,0.0,
3696,白井友晴,B1,66,0.03,4,,0.03,
4076,杉田篤光,B1,96,0.062,2,,0.062,
5376,吉田一心,B1,58,0.034,0,,0.034,
5319,近藤颯斗,B1,54,0.111,0,,0.111,
5208,屋良龍紀,B1,70,0.057,2,,0.057,
5191,飛田江己,A1,95,0.211,3,,0.211,●
4501,樋口由加里,B1,86,0.128,3,,0.128,●
5230,石原凪紗,B1,52,0.077,7,,0.077,
5304,井田涼介,B2,32,0.031,0,,0.031,
5161,登玉隼百,A2,86,0.14,3,,0.14,●
5276,大島隆乃介,B1,84,0.06,4,,0.06,
5196,鰐部太空海,A1,80,0.175,0,,0.175,●
4917,岩橋裕馬,B1,75,0.067,0,,0.067,
3929,杢野誓良,B1,76,0.026,0,,0.026,
5120,山本稔太朗,B1,57,0.035,4,,0.035,
4967,中村魁生,A1,83,0.157,4,,0.157,●
4572,渡部悟,B1,62,0.097,5,,0.097,
5037,田頭虎親,B1,56,0.107,15,0.067,0.067,
5008,羽野諒,B1,61,0.016,4,,0.016,
3949,今出晋二,B1,57,0.0,0,,0.0,
4465,大西賢,B1,49,0.02,3,,0.02,
4358,松本庸平,B1,59,0.051,3,,0.051,
5009,大賀龍之介,A2,75,0.12,0,,0.12,●
5017,澤田尚也,A1,74,0.162,1,,0.162,●
5292,佐藤右京,B1,73,0.055,3,,0.055,
4106,坂井康嗣,B1,68,0.029,3,,0.029,
4925,森悠稀,A2,82,0.159,14,,0.159,●
4409,坂元浩仁,A1,73,0.096,1,,0.096,
4544,松田大志郎,A1,88,0.341,3,,0.341,●
4908,上田龍星,A1,84,0.119,0,,0.119,
4372,原田佑実,A2,58,0.121,7,,0.121,●
3419,栗原謙治,B2,20,0.0,0,,0.0,
4709,岡村将也,A2,74,0.081,0,,0.081,
5272,松田真実,B1,63,0.032,4,,0.032,
5235,岩田凌,B2,36,0.083,0,,0.083,
5318,河内一馬,B1,73,0.027,3,,0.027,
5221,竹間隆晟,A1,96,0.115,11,,0.115,
5118,野田なづき,A2,55,0.091,4,,0.091,
5339,石井伸長,B1,56,0.089,16,0.0,0.0,
3718,伊達正利,B1,68,0.029,4,,0.029,
3458,東健介,B1,61,0.066,2,,0.066,
5041,荒牧凪沙,B1,62,0.177,3,,0.177,●
4934,佐々木翔斗,A2,78,0.051,8,,0.051,
3300,川崎智幸,A2,73,0.096,3,,0.096,
5234,塚越海斗,A1,97,0.165,4,,0.165,●
4812,西野雄貴,A1,74,0.189,2,,0.189,●
4865,立具敬司,B2,39,0.026,0,,0.026,
3568,木村光宏,B1,76,0.105,20,0.15,0.15,●
4556,竹井奈美,A1,74,0.162,5,,0.162,●
3411,池上隆行,B1,75,0.0,2,,0.0,
5257,西丸侑太朗,A1,86,0.128,19,0.105,0.105,
4926,吉川貴仁,A1,60,0.217,0,,0.217,●
3952,中澤和志,A1,75,0.173,5,,0.173,●
4315,山崎昂介,B1,74,0.122,6,,0.122,●
4052,興津藍,A2,82,0.146,3,,0.146,●
4963,實森美祐,A1,74,0.135,2,,0.135,●
4939,宮之原輝紀,A1,66,0.182,0,,0.182,●
5243,三馬崇史,B1,72,0.125,5,,0.125,●
3224,栗山繁洋,B1,69,0.029,3,,0.029,
5055,眞鳥章太,A2,90,0.111,5,,0.111,
5380,野田亜湖,B2,27,0.0,0,,0.0,
4731,間野兼礼,B1,61,0.016,0,,0.016,
4499,滝川真由子,B1,61,0.115,4,,0.115,
4720,西澤日花里,B1,60,0.0,0,,0.0,
4558,宮野仁,B1,65,0.015,0,,0.015,
4985,井本昌也,A1,100,0.14,1,,0.14,●
5223,森清友翔,B1,85,0.059,0,,0.059,
3232,山川美由紀,A2,57,0.053,16,0.062,0.062,
4568,廣瀬真也,B1,69,0.116,4,,0.116,
3792,田中豪,A1,67,0.179,1,,0.179,●
4683,向井田直弥,B2,36,0.139,0,,0.139,●
4482,守屋美穂,A1,89,0.112,3,,0.112,
4610,佐藤大佑,A1,85,0.282,4,,0.282,●
4933,板橋侑我,A2,60,0.117,3,,0.117,
5142,常住蓮,A1,87,0.138,0,,0.138,●
5046,松山裕基,B1,58,0.0,4,,0.0,
4983,前田篤哉,A1,78,0.244,0,,0.244,●
5190,大月遊雅,B1,68,0.059,3,,0.059,
3653,品川賢次,B2,41,0.049,0,,0.049,
3175,渡辺千草,B1,64,0.047,2,,0.047,
4885,大山千広,A2,42,0.119,0,,0.119,
4625,渡邊裕貴,B1,61,0.082,4,,0.082,
5266,石田勇斗,B1,67,0.045,0,,0.045,
5323,香川陽太,B2,45,0.022,0,,0.022,
5095,小原聡将,A2,60,0.083,2,,0.083,
5014,梶山涼斗,B1,65,0.062,10,,0.062,
5224,西岡顕心,A1,75,0.093,15,0.133,0.133,●
4219,本岡勝利,B1,74,0.0,0,,0.0,
5092,篠原晟弥,A2,81,0.185,0,,0.185,●
3507,藤井徹,B1,66,0.0,6,,0.0,
4675,井手良太,A2,51,0.137,3,,0.137,●
5117,冨名腰桃奈,B1,53,0.094,2,,0.094,
4942,柴田朋哉,B1,69,0.116,5,,0.116,
4090,中村尊,B2,49,0.082,2,,0.082,
4025,山本隆幸,A1,66,0.212,3,,0.212,●
5412,久保田凪紗,B2,17,0.0,0,,0.0,
5081,篠原飛翔,A2,74,0.108,6,,0.108,
4244,鈴木成美,B2,48,0.021,0,,0.021,
4790,柳内敬太,A1,90,0.078,2,,0.078,
4980,佐々木完太,A1,85,0.129,0,,0.129,●
3664,鈴木賢一,B1,56,0.071,0,,0.071,
5274,城間盛渚,B1,67,0.104,0,,0.104,
3681,山谷央,B1,57,0.018,3,,0.018,
5187,小坂風太,B2,43,0.0,0,,0.0,
3627,井上恵一,A2,100,0.07,5,,0.07,
4331,三好勇人,A2,77,0.039,16,0.062,0.062,
4518,大須賀友,A1,87,0.241,13,,0.241,●
4525,真子奈津実,B1,63,0.0,0,,0.0,
5000,岡本翔太郎,B1,69,0.029,3,,0.029,
5131,江藤敦宏,B1,70,0.014,4,,0.014,
4072,森永淳,A1,72,0.25,4,,0.25,●
3532,柴田光,B2,64,0.078,1,,0.078,
4457,神田達也,B1,69,0.058,0,,0.058,
3898,平田忠則,A1,71,0.155,2,,0.155,●
4110,小澤和也,B1,72,0.056,2,,0.056,
4728,山口亮,B1,62,0.048,4,,0.048,
3523,寳田亮治,B1,58,0.017,2,,0.017,
5365,石村日奈那,B1,34,0.0,0,,0.0,
3289,高橋淳美,B2,46,0.065,0,,0.065,
5173,谷口佳蓮,B1,69,0.072,27,0.0,0.0,
4940,白石有美,B2,26,0.0,0,,0.0,
4177,萬正嗣,B1,48,0.104,6,,0.104,
4951,新田洋一,B1,71,0.028,3,,0.028,
4524,深谷知博,A1,82,0.073,0,,0.073,
4566,塩田北斗,A1,83,0.084,3,,0.084,
5335,森陽多,B1,56,0.0,10,,0.0,
3294,野中義生,B1,47,0.064,2,,0.064,
4444,桐生順平,A1,73,0.068,0,,0.068,
3986,沖島広和,B1,49,0.0,2,,0.0,
4383,竹田吉行,A2,78,0.128,8,,0.128,●
3895,堀本裕也,B2,38,0.132,0,,0.132,●
4459,片岡雅裕,A2,74,0.068,12,,0.068,
4036,金田諭,A1,83,0.096,2,,0.096,
4521,小池公生,B1,70,0.143,0,,0.143,●
5121,定松勇樹,A1,80,0.125,0,,0.125,●
4445,宮地元輝,A1,72,0.083,2,,0.083,
4842,山下昂大,A2,80,0.075,4,,0.075,
4062,後藤陽介,B1,73,0.096,0,,0.096,
4723,寺島吉彦,B1,45,0.044,0,,0.044,
3907,村越篤,B1,79,0.063,11,,0.063,
5305,伊藤栞,B1,56,0.018,3,,0.018,
4311,岡村仁,A1,98,0.133,0,,0.133,●
3631,田添康介,B2,36,0.0,2,,0.0,
4678,水野望美,B1,50,0.04,5,,0.04,
5147,田中勇輔,B1,51,0.098,3,,0.098,
4843,深尾巴恵,B1,38,0.105,2,,0.105,
3436,柏野幸二,A2,60,0.05,0,,0.05,
5321,一色颯輝,B1,53,0.113,0,,0.113,
4818,伏見俊介,B2,15,0.2,0,,0.2,●
4013,中島孝平,A1,76,0.092,0,,0.092,
4571,菅章哉,A1,52,0.404,0,,0.404,●
5356,長谷川暖,B1,55,0.091,0,,0.091,
5342,原村百那,B2,45,0.022,0,,0.022,
5108,柴田愛梨,B2,30,0.0,0,,0.0,
4974,安井瑞紀,A2,71,0.211,5,,0.211,●
5306,河内悠利杏,B1,75,0.013,0,,0.013,
3777,樋口亮,A2,80,0.1,7,,0.1,
3944,山口裕二,A1,95,0.095,3,,0.095,
5104,山田丈,A2,60,0.1,0,,0.1,
4095,福来剛,A1,81,0.123,0,,0.123,●
4128,川口貴久,B1,49,0.041,2,,0.041,
3388,今垣光太郎,A1,74,0.135,0,,0.135,●
3621,天野晶夫,A2,60,0.067,2,,0.067,
4737,竹井貴史,A1,76,0.184,4,,0.184,●
4581,吉村誠,A1,100,0.14,2,,0.14,●
4548,篠木亜衣花,B1,34,0.088,0,,0.088,
5072,吉田杏美,B2,24,0.0,0,,0.0,
4900,中田夕貴,B1,76,0.026,9,,0.026,
5180,藤本紗弥香,B2,28,0.036,0,,0.036,
4436,渋谷明憲,A1,74,0.149,2,,0.149,●
5054,佐々木大河,A1,87,0.126,5,,0.126,●
4982,中村将隆,B1,58,0.017,3,,0.017,
5153,佐藤ほのか,B1,66,0.045,7,,0.045,
4863,三浦裕貴,B1,39,0.051,0,,0.051,
4784,向井田真紀,B1,43,0.047,3,,0.047,
4479,矢野真梨菜,B1,53,0.038,1,,0.038,
4600,井内将太郎,A1,73,0.151,0,,0.151,●
3519,冨田秀幸,B1,67,0.03,0,,0.03,
3528,笠野友紀恵,B1,64,0.047,2,,0.047,
4973,栗原直也,B1,72,0.111,2,,0.111,
3655,本橋克洋,B1,84,0.036,0,,0.036,
4510,坂本奈央,B2,42,0.0,0,,0.0,
4373,若狭奈美子,A1,88,0.08,5,,0.08,
5251,沼田七華,B2,31,0.0,1,,0.0,
4065,金田幸子,B1,69,0.058,3,,0.058,
4289,落合直子,A2,77,0.091,7,,0.091,
4543,重木輝彦,A1,95,0.095,2,,0.095,
4584,村岡賢人,A1,70,0.114,0,,0.114,
4713,白神優,A1,82,0.122,0,,0.122,●
4075,中野次郎,A1,86,0.116,3,,0.116,
4053,芦澤望,A2,85,0.094,0,,0.094,
4936,戸敷晃美,A2,66,0.121,3,,0.121,●
4189,川上剛,A1,110,0.145,3,,0.145,●
5267,石本裕武,A1,76,0.197,5,,0.197,●
4692,酒井俊弘,B1,61,0.115,2,,0.115,
4540,相原利章,A2,65,0.077,4,,0.077,
5244,黒田剛,B1,68,0.015,1,,0.015,
5203,神里琴音,B1,70,0.1,9,,0.1,
3070,山室展弘,B1,59,0.034,0,,0.034,
4813,宮内直哉,B1,60,0.1,3,,0.1,
5316,村松将平,B1,67,0.06,0,,0.06,
4782,浜崎準也,B1,53,0.0,7,,0.0,
4909,薮内瑞希,B1,54,0.074,4,,0.074,
3461,渡邊哲也,B1,38,0.0,4,,0.0,
3992,関口智久,B1,57,0.123,2,,0.123,●
3713,伊藤誠二,A1,74,0.122,6,,0.122,●
5016,宮田龍馬,A1,74,0.216,0,,0.216,●
4528,黒井達矢,A1,78,0.128,0,,0.128,●
4641,磯村匠,B1,69,0.072,0,,0.072,
4264,長尾章平,A1,94,0.117,4,,0.117,
4532,秋元哲,A1,80,0.175,0,,0.175,●
4384,鶴本崇文,A1,86,0.174,0,,0.174,●
3757,畑和宏,A2,68,0.074,2,,0.074,
5360,高木茉白,B1,48,0.0,0,,0.0,
3107,平岡重典,B1,55,0.018,5,,0.018,
4765,野田部宏子,B1,63,0.111,4,,0.111,
5192,中尾優香,B1,71,0.056,6,,0.056,
4059,入澤友治,B1,70,0.114,3,,0.114,
4747,山戸信二,B1,58,0.052,3,,0.052,
3596,河上年昭,B1,56,0.0,4,,0.0,
4183,宇野弥生,B1,72,0.153,1,,0.153,●
4775,千葉真弥,A2,55,0.145,0,,0.145,●
5197,中野仁照,B2,39,0.308,0,,0.308,●
5396,近藤来希,B2,21,0.0,0,,0.0,
4538,笠置博之,A1,61,0.41,2,,0.41,●
5027,重冨勇哉,B1,81,0.037,9,,0.037,
4889,後藤盛也,B1,55,0.182,0,,0.182,●
3355,橋谷田佳織,B2,27,0.0,0,,0.0,
5007,近藤雄一郎,B1,64,0.047,3,,0.047,
4792,杉村賢也,B1,55,0.182,0,,0.182,●
3246,星野政彦,B2,36,0.028,3,,0.028,
4630,岩永雅人,A2,71,0.056,3,,0.056,
3849,中岡正彦,A1,85,0.282,19,0.421,0.421,●
5353,草川壮良,B1,26,0.038,0,,0.038,
3081,岡本慎治,B1,37,0.054,2,,0.054,
5164,森田梨湖,B2,27,0.0,0,,0.0,
3920,正木聖賢,B1,90,0.067,5,,0.067,
3578,塩田雄一,B1,51,0.078,13,,0.078,
4637,中田友也,A2,62,0.097,0,,0.097,
5012,加倉侑征,B1,67,0.104,10,,0.104,
3448,高山秀雄,B1,60,0.0,0,,0.0,
5093,浦野海,B2,70,0.057,5,,0.057,
4268,和合俊介,B1,51,0.02,3,,0.02,
4044,湯川浩司,A1,78,0.128,0,,0.128,●
5084,末永和也,A1,77,0.143,3,,0.143,●
5091,為本智也,B1,48,0.167,1,,0.167,●
5388,佐野優都,B1,44,0.091,0,,0.091,
3629,浅見昌克,A2,81,0.111,5,,0.111,
4681,太田潮,B1,51,0.059,0,,0.059,
4136,江夏満,A1,63,0.111,0,,0.111,
4653,小野達哉,A1,79,0.101,5,,0.101,
4794,和田拓也,A1,68,0.147,0,,0.147,●
4691,水原慎,B1,61,0.049,2,,0.049,
5113,黒明花夢,B2,33,0.0,0,,0.0,
4882,瀧川千依,B2,35,0.029,0,,0.029,
3820,樫葉次郎,B1,41,0.0,3,,0.0,
4956,齊藤大将,B1,32,0.031,3,,0.031,
5019,柴田百恵,B1,58,0.052,3,,0.052,
4947,間庭菜摘,B1,73,0.041,4,,0.041,
5198,奥村明日香,B1,67,0.06,6,,0.06,
5370,日隈茜,B2,22,0.0,2,,0.0,
3444,香月大介,B1,48,0.062,1,,0.062,
3876,中辻崇人,A1,55,0.345,8,,0.345,●
4726,島田なぎさ,B2,28,0.107,0,,0.107,
4355,小川広大,B1,50,0.0,5,,0.0,
4815,伏島祐介,B1,47,0.064,0,,0.064,
3257,田頭実,A1,18,0.111,0,,0.111,
5387,戸田海咲音,B2,18,0.0,1,,0.0,
4519,清水沙樹,B1,57,0.158,0,,0.158,●
3176,,,38,0.053,0,,0.053,
4162,竹本太樹,B1,47,0.0,0,,0.0,
3788,一宮稔弘,B2,40,0.175,2,,0.175,●
3851,,,31,0.065,0,,0.065,
5162,松尾怜実,B2,32,0.031,2,,0.031,
3921,川村正輝,B2,30,0.067,5,,0.067,
3346,,,23,0.087,0,,0.087,
4080,山崎哲司,B2,23,0.261,0,,0.261,●
4758,富樫麗加,B2,31,0.065,0,,0.065,
4884,勝浦真帆,B2,45,0.044,0,,0.044,
4650,,,37,0.189,8,,0.189,●
4056,,,26,0.0,0,,0.0,
